Time: 00:36:56.456, Sensor: 2, Data: 23.84
Time: 00:37:39.465, Sensor: 2, Data: 20.16
Time: 00:37:39.465, Sensor: 1, Data: 20.08
Time: 00:37:40.465, Sensor: 2, Data: 24.83
Time: 00:37:40.465, Sensor: 1, Data: 26.31
Time: 00:37:41.465, Sensor: 1, Data: 26.79
Time: 00:37:41.465, Sensor: 2, Data: 26.77
Time: 00:37:42.465, Sensor: 1, Data: 21.48
Time: 00:37:42.465, Sensor: 2, Data: 27.57
Time: 00:37:43.466, Sensor: 1, Data: 22.63
Time: 00:37:43.466, Sensor: 2, Data: 29.51
Time: 00:37:44.466, Sensor: 2, Data: 20.33
Time: 00:37:44.466, Sensor: 1, Data: 20.19
Time: 00:37:45.466, Sensor: 1, Data: 22.70
Time: 00:37:45.466, Sensor: 2, Data: 28.02
Time: 00:37:46.466, Sensor: 2, Data: 29.79
Time: 00:37:46.466, Sensor: 1, Data: 22.13
Time: 00:37:47.466, Sensor: 1, Data: 25.61
Time: 00:37:47.466, Sensor: 2, Data: 25.25
Time: 00:37:48.466, Sensor: 1, Data: 24.70
Time: 00:37:48.466, Sensor: 2, Data: 28.70
Time: 00:37:49.467, Sensor: 1, Data: 23.20
Time: 00:37:49.467, Sensor: 2, Data: 26.97
Time: 00:37:50.467, Sensor: 2, Data: 23.96
Time: 00:37:50.467, Sensor: 1, Data: 28.12
Time: 00:37:51.467, Sensor: 1, Data: 24.02
Time: 00:37:51.467, Sensor: 2, Data: 26.32
Time: 00:37:52.467, Sensor: 2, Data: 23.37
Time: 00:37:52.467, Sensor: 1, Data: 25.61
Time: 00:37:53.468, Sensor: 2, Data: 22.98
Time: 00:37:53.468, Sensor: 1, Data: 24.59
Time: 00:37:54.468, Sensor: 1, Data: 24.68
Time: 00:37:54.468, Sensor: 2, Data: 29.61
Time: 00:37:55.468, Sensor: 1, Data: 26.61
Time: 00:37:55.468, Sensor: 2, Data: 23.93
Time: 00:37:56.468, Sensor: 2, Data: 22.21
Time: 00:37:56.468, Sensor: 1, Data: 24.31
Time: 00:37:57.469, Sensor: 1, Data: 25.22
Time: 00:37:57.469, Sensor: 2, Data: 23.89
Time: 00:37:58.469, Sensor: 1, Data: 25.82
Time: 00:37:58.469, Sensor: 2, Data: 29.29
Time: 00:37:59.469, Sensor: 1, Data: 28.24
Time: 00:37:59.469, Sensor: 2, Data: 27.39
Time: 00:38:00.469, Sensor: 1, Data: 23.02
Time: 00:38:00.469, Sensor: 2, Data: 23.58
Time: 00:38:01.470, Sensor: 2, Data: 28.60
Time: 00:38:01.470, Sensor: 1, Data: 25.16
Time: 00:38:02.470, Sensor: 1, Data: 20.33
Time: 00:38:02.470, Sensor: 2, Data: 23.95
Time: 00:38:03.470, Sensor: 1, Data: 26.50
Time: 00:38:03.470, Sensor: 2, Data: 29.36
Time: 00:38:04.470, Sensor: 2, Data: 23.11
Time: 00:38:04.470, Sensor: 1, Data: 29.27
Time: 00:38:05.470, Sensor: 1, Data: 25.59
Time: 00:38:05.470, Sensor: 2, Data: 25.90
Time: 00:38:06.470, Sensor: 1, Data: 27.23
Time: 00:38:06.470, Sensor: 2, Data: 27.21
Time: 00:38:07.471, Sensor: 2, Data: 28.57
Time: 00:38:07.473, Sensor: 1, Data: 27.77
Time: 00:38:08.471, Sensor: 2, Data: 27.55
Time: 00:38:08.473, Sensor: 1, Data: 28.46
Time: 00:38:09.471, Sensor: 2, Data: 25.86
Time: 00:38:09.473, Sensor: 1, Data: 27.55
Time: 00:38:10.471, Sensor: 2, Data: 25.04
Time: 00:38:10.474, Sensor: 1, Data: 23.56
Time: 00:38:11.472, Sensor: 2, Data: 29.48
Time: 00:38:11.474, Sensor: 1, Data: 23.35
Time: 00:38:12.472, Sensor: 2, Data: 21.76
Time: 00:38:12.474, Sensor: 1, Data: 25.47
Time: 00:38:13.472, Sensor: 2, Data: 29.60
Time: 00:38:13.474, Sensor: 1, Data: 21.10
Time: 00:38:14.472, Sensor: 2, Data: 28.83
Time: 00:38:14.474, Sensor: 1, Data: 22.09
Time: 00:38:15.472, Sensor: 2, Data: 22.44
Time: 00:38:15.475, Sensor: 1, Data: 20.38
Time: 00:38:16.472, Sensor: 2, Data: 21.11
Time: 00:38:16.475, Sensor: 1, Data: 26.52
Time: 00:38:17.473, Sensor: 2, Data: 24.36
Time: 00:38:17.475, Sensor: 1, Data: 20.26
Time: 00:38:18.473, Sensor: 2, Data: 25.15
Time: 00:38:18.475, Sensor: 1, Data: 28.59
Time: 00:38:19.473, Sensor: 2, Data: 22.84
Time: 00:38:19.475, Sensor: 1, Data: 25.82
Time: 00:38:20.473, Sensor: 2, Data: 24.43
Time: 00:38:20.476, Sensor: 1, Data: 22.70
Time: 00:38:21.473, Sensor: 2, Data: 29.28
Time: 00:38:21.476, Sensor: 1, Data: 25.84
Time: 00:38:22.473, Sensor: 2, Data: 28.22
Time: 00:38:22.476, Sensor: 1, Data: 27.78
Time: 00:38:23.474, Sensor: 2, Data: 22.55
Time: 00:38:23.476, Sensor: 1, Data: 20.08
Time: 00:38:24.474, Sensor: 2, Data: 25.78
Time: 00:38:24.477, Sensor: 1, Data: 28.35
Time: 00:38:25.474, Sensor: 2, Data: 24.07
Time: 00:38:25.477, Sensor: 1, Data: 25.02
Time: 00:38:26.475, Sensor: 2, Data: 25.22
Time: 00:38:26.477, Sensor: 1, Data: 26.83
Time: 00:38:27.475, Sensor: 2, Data: 27.28
Time: 00:38:27.477, Sensor: 1, Data: 26.40
Time: 00:38:28.475, Sensor: 2, Data: 24.85
Time: 00:38:28.477, Sensor: 1, Data: 28.95
Time: 00:38:29.475, Sensor: 2, Data: 29.24
Time: 00:38:29.478, Sensor: 1, Data: 26.80
Time: 00:38:30.475, Sensor: 2, Data: 21.88
Time: 00:38:30.478, Sensor: 1, Data: 20.72
Time: 00:38:31.476, Sensor: 2, Data: 26.32
Time: 00:38:31.478, Sensor: 1, Data: 21.68
Time: 00:38:32.476, Sensor: 2, Data: 25.86
Time: 00:38:32.478, Sensor: 1, Data: 28.21
Time: 00:38:33.476, Sensor: 2, Data: 23.17
Time: 00:38:33.478, Sensor: 1, Data: 28.56
Time: 00:38:34.476, Sensor: 2, Data: 27.54
Time: 00:38:34.478, Sensor: 1, Data: 23.72
Time: 00:38:35.477, Sensor: 2, Data: 27.72
Time: 00:38:35.478, Sensor: 1, Data: 27.19
Time: 00:38:36.477, Sensor: 2, Data: 27.14
Time: 00:38:36.478, Sensor: 1, Data: 21.06
Time: 00:38:37.477, Sensor: 2, Data: 27.45
Time: 00:38:37.479, Sensor: 1, Data: 26.89
Time: 00:38:38.477, Sensor: 2, Data: 22.53
Time: 00:38:38.479, Sensor: 1, Data: 21.61
Time: 00:38:39.477, Sensor: 2, Data: 20.73
Time: 00:38:39.479, Sensor: 1, Data: 27.67
Time: 00:38:40.477, Sensor: 2, Data: 27.42
Time: 00:38:40.479, Sensor: 1, Data: 22.64
Time: 00:38:41.477, Sensor: 2, Data: 26.94
Time: 00:38:41.479, Sensor: 1, Data: 24.41
Time: 00:38:42.478, Sensor: 2, Data: 27.51
Time: 00:38:42.479, Sensor: 1, Data: 20.44
Time: 00:38:43.478, Sensor: 2, Data: 20.90
Time: 00:38:43.479, Sensor: 1, Data: 26.65
Time: 00:38:44.478, Sensor: 2, Data: 26.08
Time: 00:38:44.479, Sensor: 1, Data: 28.25
Time: 00:38:45.478, Sensor: 2, Data: 25.33
Time: 00:38:45.479, Sensor: 1, Data: 26.53
Time: 00:38:46.478, Sensor: 2, Data: 24.12
Time: 00:38:46.480, Sensor: 1, Data: 21.30
Time: 00:38:47.478, Sensor: 2, Data: 23.75
Time: 00:38:47.480, Sensor: 1, Data: 25.93
Time: 00:38:48.479, Sensor: 2, Data: 24.54
Time: 00:38:48.480, Sensor: 1, Data: 20.54
Time: 00:38:49.479, Sensor: 2, Data: 29.32
Time: 00:38:49.480, Sensor: 1, Data: 21.42
Time: 00:38:50.479, Sensor: 2, Data: 21.45
Time: 00:38:50.480, Sensor: 1, Data: 24.99
Time: 00:38:51.479, Sensor: 2, Data: 26.81
Time: 00:38:51.480, Sensor: 1, Data: 25.78
Time: 00:38:52.480, Sensor: 2, Data: 22.29
Time: 00:38:52.480, Sensor: 1, Data: 20.79
Time: 00:38:53.480, Sensor: 2, Data: 26.08
Time: 00:38:53.480, Sensor: 1, Data: 26.24
Time: 00:38:54.480, Sensor: 2, Data: 20.38
Time: 00:38:54.481, Sensor: 1, Data: 27.91
Time: 00:38:55.480, Sensor: 2, Data: 27.67
Time: 00:38:55.481, Sensor: 1, Data: 28.27
Time: 00:38:56.480, Sensor: 2, Data: 21.83
Time: 00:38:56.481, Sensor: 1, Data: 25.57
Time: 00:38:57.480, Sensor: 2, Data: 26.75
Time: 00:38:57.481, Sensor: 1, Data: 24.62
Time: 00:38:58.480, Sensor: 2, Data: 23.17
Time: 00:38:58.481, Sensor: 1, Data: 22.41
Time: 00:38:59.481, Sensor: 2, Data: 24.49
Time: 00:38:59.481, Sensor: 1, Data: 22.92
Time: 00:39:00.481, Sensor: 2, Data: 24.81
Time: 00:39:00.481, Sensor: 1, Data: 24.66
Time: 00:39:01.481, Sensor: 2, Data: 26.82
Time: 00:39:01.482, Sensor: 1, Data: 29.17
Time: 00:39:02.482, Sensor: 2, Data: 28.11
Time: 00:39:02.482, Sensor: 1, Data: 26.74
Time: 00:39:03.482, Sensor: 2, Data: 25.11
Time: 00:39:03.482, Sensor: 1, Data: 23.32
Time: 00:39:04.482, Sensor: 2, Data: 26.01
Time: 00:39:04.482, Sensor: 1, Data: 26.45
Time: 00:39:05.482, Sensor: 2, Data: 21.28
Time: 00:39:05.482, Sensor: 1, Data: 20.71
Time: 00:39:06.482, Sensor: 2, Data: 21.63
Time: 00:39:06.483, Sensor: 1, Data: 27.56
Time: 00:39:07.483, Sensor: 2, Data: 22.98
Time: 00:39:07.483, Sensor: 1, Data: 28.67
Time: 00:39:08.483, Sensor: 1, Data: 20.60
Time: 00:39:08.483, Sensor: 2, Data: 28.90
Time: 00:39:09.483, Sensor: 2, Data: 24.32
Time: 00:39:09.483, Sensor: 1, Data: 20.74
Time: 00:39:10.483, Sensor: 2, Data: 24.80
Time: 00:39:10.483, Sensor: 1, Data: 20.23
Time: 00:39:11.483, Sensor: 2, Data: 20.96
Time: 00:39:11.484, Sensor: 1, Data: 29.65
Time: 00:39:12.484, Sensor: 2, Data: 21.56
Time: 00:39:12.484, Sensor: 1, Data: 27.04
Time: 00:39:13.484, Sensor: 2, Data: 23.89
Time: 00:39:13.484, Sensor: 1, Data: 23.25
Time: 00:39:14.484, Sensor: 2, Data: 27.79
Time: 00:39:14.484, Sensor: 1, Data: 25.80
Time: 00:39:15.484, Sensor: 1, Data: 21.69
Time: 00:39:15.484, Sensor: 2, Data: 26.65
Time: 00:39:16.484, Sensor: 1, Data: 26.23
Time: 00:39:16.484, Sensor: 2, Data: 23.07
Time: 00:39:17.485, Sensor: 1, Data: 28.80
Time: 00:39:17.485, Sensor: 2, Data: 28.17
Time: 00:39:18.485, Sensor: 2, Data: 21.60
Time: 00:39:18.485, Sensor: 1, Data: 22.39
Time: 00:39:19.485, Sensor: 2, Data: 28.34
Time: 00:39:19.485, Sensor: 1, Data: 28.07
Time: 00:39:20.485, Sensor: 2, Data: 27.01
Time: 00:39:20.485, Sensor: 1, Data: 22.04
Time: 00:39:21.485, Sensor: 1, Data: 27.74
Time: 00:39:21.485, Sensor: 2, Data: 29.37
Time: 00:39:22.486, Sensor: 2, Data: 27.12
Time: 00:39:22.486, Sensor: 1, Data: 26.13
Time: 00:39:23.486, Sensor: 2, Data: 27.87
Time: 00:39:23.486, Sensor: 1, Data: 23.38
Time: 00:39:24.486, Sensor: 1, Data: 26.62
Time: 00:39:24.486, Sensor: 2, Data: 26.25
Time: 00:39:25.486, Sensor: 1, Data: 29.82
Time: 00:39:25.486, Sensor: 2, Data: 20.46
Time: 00:39:26.487, Sensor: 1, Data: 20.11
Time: 00:39:26.487, Sensor: 2, Data: 28.99
Time: 00:39:27.487, Sensor: 2, Data: 29.07
Time: 00:39:27.487, Sensor: 1, Data: 20.74
Time: 00:39:28.487, Sensor: 1, Data: 22.75
Time: 00:39:28.487, Sensor: 2, Data: 22.52
Time: 00:39:29.487, Sensor: 2, Data: 23.76
Time: 00:39:29.487, Sensor: 1, Data: 29.34
Time: 00:39:30.487, Sensor: 1, Data: 27.97
Time: 00:39:30.487, Sensor: 2, Data: 28.44
Time: 00:39:31.488, Sensor: 2, Data: 23.52
Time: 00:39:31.488, Sensor: 1, Data: 28.85
Time: 00:39:32.488, Sensor: 2, Data: 20.05
Time: 00:39:32.488, Sensor: 1, Data: 26.02
Time: 00:39:33.488, Sensor: 1, Data: 25.46
Time: 00:39:33.488, Sensor: 2, Data: 23.65
Time: 00:39:34.488, Sensor: 1, Data: 24.11
Time: 00:39:34.488, Sensor: 2, Data: 24.67
Time: 00:39:35.488, Sensor: 2, Data: 26.26
Time: 00:39:35.488, Sensor: 1, Data: 21.72
Time: 00:39:36.488, Sensor: 1, Data: 27.88
Time: 00:39:36.488, Sensor: 2, Data: 28.24
Time: 00:39:37.488, Sensor: 2, Data: 21.55
Time: 00:39:37.488, Sensor: 1, Data: 28.70
Time: 00:39:38.489, Sensor: 2, Data: 22.51
Time: 00:39:38.489, Sensor: 1, Data: 25.31
Time: 00:39:39.489, Sensor: 2, Data: 26.76
Time: 00:39:39.489, Sensor: 1, Data: 24.06
Time: 00:39:40.489, Sensor: 1, Data: 22.17
Time: 00:39:40.489, Sensor: 2, Data: 20.98
Time: 00:39:41.489, Sensor: 2, Data: 22.93
Time: 00:39:41.489, Sensor: 1, Data: 20.22
Time: 00:39:42.489, Sensor: 2, Data: 27.07
Time: 00:39:42.489, Sensor: 1, Data: 28.41
Time: 00:39:43.489, Sensor: 2, Data: 29.93
Time: 00:39:43.489, Sensor: 1, Data: 28.57
Time: 00:39:44.490, Sensor: 1, Data: 22.54
Time: 00:39:44.490, Sensor: 2, Data: 24.09
Time: 00:39:45.490, Sensor: 2, Data: 25.92
Time: 00:39:45.490, Sensor: 1, Data: 20.14
Time: 00:39:46.490, Sensor: 2, Data: 21.90
Time: 00:39:46.490, Sensor: 1, Data: 28.62
Time: 00:39:47.490, Sensor: 1, Data: 29.41
Time: 00:39:47.490, Sensor: 2, Data: 24.67
Time: 00:39:48.491, Sensor: 2, Data: 22.49
Time: 00:39:48.491, Sensor: 1, Data: 25.69
Time: 00:39:49.491, Sensor: 2, Data: 27.46
Time: 00:39:49.491, Sensor: 1, Data: 28.19
Time: 00:39:50.491, Sensor: 2, Data: 26.45
Time: 00:39:50.491, Sensor: 1, Data: 29.68
Time: 00:39:51.491, Sensor: 1, Data: 26.66
Time: 00:39:51.491, Sensor: 2, Data: 28.18
Time: 00:39:52.491, Sensor: 2, Data: 28.84
Time: 00:39:52.491, Sensor: 1, Data: 25.13
Time: 00:39:53.491, Sensor: 1, Data: 28.74
Time: 00:39:53.491, Sensor: 2, Data: 22.33
Time: 00:39:54.491, Sensor: 1, Data: 29.61
Time: 00:39:54.491, Sensor: 2, Data: 23.85
Time: 00:39:55.492, Sensor: 1, Data: 23.26
Time: 00:39:55.492, Sensor: 2, Data: 29.87
Time: 00:39:56.492, Sensor: 2, Data: 29.91
Time: 00:39:56.492, Sensor: 1, Data: 27.87
Time: 00:39:57.492, Sensor: 2, Data: 22.66
Time: 00:39:57.492, Sensor: 1, Data: 25.65
Time: 00:39:58.492, Sensor: 1, Data: 23.71
Time: 00:39:58.492, Sensor: 2, Data: 21.54
Time: 00:39:59.492, Sensor: 1, Data: 29.28
Time: 00:39:59.492, Sensor: 2, Data: 29.68
Time: 00:40:00.492, Sensor: 2, Data: 26.00
Time: 00:40:00.492, Sensor: 1, Data: 22.63
Time: 00:40:01.492, Sensor: 2, Data: 27.08
Time: 00:40:01.492, Sensor: 1, Data: 22.80
Time: 00:40:02.493, Sensor: 1, Data: 28.63
Time: 00:40:02.493, Sensor: 2, Data: 23.25
Time: 00:40:03.493, Sensor: 2, Data: 25.44
Time: 00:40:03.493, Sensor: 1, Data: 29.56
Time: 00:40:04.493, Sensor: 2, Data: 20.71
Time: 00:40:04.493, Sensor: 1, Data: 25.34
Time: 00:40:19.247, Sensor: 1, Data: 29.84
Time: 00:40:19.248, Sensor: 2, Data: 20.88
Time: 00:40:20.248, Sensor: 1, Data: 24.49
Time: 00:40:20.248, Sensor: 2, Data: 21.69
Time: 00:40:21.248, Sensor: 2, Data: 24.16
Time: 00:40:21.248, Sensor: 1, Data: 20.89
Time: 00:40:22.248, Sensor: 1, Data: 24.42
Time: 00:40:22.248, Sensor: 2, Data: 27.29
Time: 00:40:23.248, Sensor: 2, Data: 24.29
Time: 00:40:23.248, Sensor: 1, Data: 28.19
Time: 00:40:24.249, Sensor: 2, Data: 21.82
Time: 00:40:24.249, Sensor: 1, Data: 26.00
Time: 00:40:25.249, Sensor: 2, Data: 21.11
Time: 00:40:25.249, Sensor: 1, Data: 22.88
Time: 00:40:26.249, Sensor: 2, Data: 25.19
Time: 00:40:26.249, Sensor: 1, Data: 22.57
Time: 00:40:27.249, Sensor: 1, Data: 26.84
Time: 00:40:27.249, Sensor: 2, Data: 20.19
Time: 00:40:28.249, Sensor: 1, Data: 25.57
Time: 00:40:28.249, Sensor: 2, Data: 27.02
Time: 00:40:29.250, Sensor: 2, Data: 27.85
Time: 00:40:29.250, Sensor: 1, Data: 29.98
Time: 00:40:30.250, Sensor: 2, Data: 20.81
Time: 00:40:30.250, Sensor: 1, Data: 24.62
Time: 00:40:31.250, Sensor: 2, Data: 28.76
Time: 00:40:31.250, Sensor: 1, Data: 22.92
Time: 00:40:32.250, Sensor: 1, Data: 26.31
Time: 00:40:32.250, Sensor: 2, Data: 23.49
Time: 00:40:33.250, Sensor: 2, Data: 29.21
Time: 00:40:33.250, Sensor: 1, Data: 23.03
Time: 00:40:34.250, Sensor: 2, Data: 28.13
Time: 00:40:34.250, Sensor: 1, Data: 21.45
Time: 00:40:35.251, Sensor: 1, Data: 22.08
Time: 00:40:35.251, Sensor: 2, Data: 29.01
Time: 00:40:36.251, Sensor: 2, Data: 22.74
Time: 00:40:36.251, Sensor: 1, Data: 23.33
Time: 00:40:37.251, Sensor: 1, Data: 26.24
Time: 00:40:37.251, Sensor: 2, Data: 26.73
Time: 00:40:38.251, Sensor: 2, Data: 23.93
Time: 00:40:38.251, Sensor: 1, Data: 24.01
Time: 00:40:39.251, Sensor: 1, Data: 22.35
Time: 00:40:39.251, Sensor: 2, Data: 20.96
Time: 00:40:40.252, Sensor: 1, Data: 24.48
Time: 00:40:40.252, Sensor: 2, Data: 27.88
Time: 00:40:41.252, Sensor: 1, Data: 24.93
Time: 00:40:41.252, Sensor: 2, Data: 24.88
Time: 00:40:42.252, Sensor: 1, Data: 26.93
Time: 00:40:42.252, Sensor: 2, Data: 26.75
Time: 00:40:43.252, Sensor: 2, Data: 22.27
Time: 00:40:43.252, Sensor: 1, Data: 24.48
Time: 00:40:44.253, Sensor: 1, Data: 27.95
Time: 00:40:44.253, Sensor: 2, Data: 26.58
Time: 00:40:45.253, Sensor: 2, Data: 20.21
Time: 00:40:45.253, Sensor: 1, Data: 25.64
Time: 00:40:46.253, Sensor: 2, Data: 28.45
Time: 00:40:46.253, Sensor: 1, Data: 28.46
Time: 00:40:47.253, Sensor: 1, Data: 20.68
Time: 00:40:47.253, Sensor: 2, Data: 21.78
Time: 00:40:48.253, Sensor: 1, Data: 22.15
Time: 00:40:48.253, Sensor: 2, Data: 28.76
Time: 00:40:49.254, Sensor: 1, Data: 21.30
Time: 00:40:49.254, Sensor: 2, Data: 24.51
Time: 00:40:50.254, Sensor: 1, Data: 22.91
Time: 00:40:50.254, Sensor: 2, Data: 27.94
Time: 00:40:51.254, Sensor: 1, Data: 22.52
Time: 00:40:51.254, Sensor: 2, Data: 23.75
Time: 00:40:52.254, Sensor: 2, Data: 23.06
Time: 00:40:52.254, Sensor: 1, Data: 29.58
Time: 00:40:53.254, Sensor: 2, Data: 20.73
Time: 00:40:53.254, Sensor: 1, Data: 24.43
Time: 00:40:54.255, Sensor: 1, Data: 21.07
Time: 00:40:54.255, Sensor: 2, Data: 20.45
Time: 00:40:55.255, Sensor: 1, Data: 28.45
Time: 00:40:55.255, Sensor: 2, Data: 29.22
Time: 00:40:56.255, Sensor: 2, Data: 28.06
Time: 00:40:56.255, Sensor: 1, Data: 27.21
Time: 00:40:57.255, Sensor: 2, Data: 23.50
Time: 00:40:57.255, Sensor: 1, Data: 24.59
Time: 00:40:58.255, Sensor: 2, Data: 21.06
Time: 00:40:58.255, Sensor: 1, Data: 23.87
Time: 00:40:59.255, Sensor: 1, Data: 25.64
Time: 00:40:59.255, Sensor: 2, Data: 22.46
Time: 00:41:00.256, Sensor: 2, Data: 29.96
Time: 00:41:00.256, Sensor: 1, Data: 20.87
Time: 00:41:01.256, Sensor: 2, Data: 28.76
Time: 00:41:01.256, Sensor: 1, Data: 29.70
Time: 00:41:02.256, Sensor: 1, Data: 24.64
Time: 00:41:02.256, Sensor: 2, Data: 24.82
Time: 00:41:03.256, Sensor: 1, Data: 28.88
Time: 00:41:03.256, Sensor: 2, Data: 28.22
Time: 00:41:04.256, Sensor: 2, Data: 25.88
Time: 00:41:04.256, Sensor: 1, Data: 26.51
Time: 00:41:05.256, Sensor: 1, Data: 21.41
Time: 00:41:05.256, Sensor: 2, Data: 29.45
Time: 00:41:06.257, Sensor: 1, Data: 20.10
Time: 00:41:06.257, Sensor: 2, Data: 26.93
Time: 00:41:07.257, Sensor: 1, Data: 23.00
Time: 00:41:07.257, Sensor: 2, Data: 25.91
Time: 00:41:08.257, Sensor: 1, Data: 21.19
Time: 00:41:08.257, Sensor: 2, Data: 23.83
Time: 00:41:09.257, Sensor: 1, Data: 27.38
Time: 00:41:09.257, Sensor: 2, Data: 27.50
Time: 00:41:10.257, Sensor: 1, Data: 21.88
Time: 00:41:10.257, Sensor: 2, Data: 27.75
Time: 00:41:11.257, Sensor: 1, Data: 28.01
Time: 00:41:11.257, Sensor: 2, Data: 29.16
Time: 00:41:12.258, Sensor: 1, Data: 27.27
Time: 00:41:12.258, Sensor: 2, Data: 28.28
Time: 00:41:13.258, Sensor: 1, Data: 24.23
Time: 00:41:13.258, Sensor: 2, Data: 29.91
Time: 00:41:14.258, Sensor: 1, Data: 24.24
Time: 00:41:14.258, Sensor: 2, Data: 21.73
Time: 00:41:15.258, Sensor: 1, Data: 22.65
Time: 00:41:15.258, Sensor: 2, Data: 25.24
Time: 00:41:16.259, Sensor: 2, Data: 26.51
Time: 00:41:16.259, Sensor: 1, Data: 23.47
Time: 00:41:17.259, Sensor: 2, Data: 26.20
Time: 00:41:17.259, Sensor: 1, Data: 24.67
Time: 00:41:18.259, Sensor: 1, Data: 20.02
Time: 00:41:18.259, Sensor: 2, Data: 24.01
Time: 00:41:19.259, Sensor: 2, Data: 25.00
